0.022495,3.526
-0.011825,1.49614
0.02014,3.55249
0.009475,1.40038
-0.031715,8.65915
-0.0047,0.49306
-0.030065,6.40885
0.016735,1.82815
0.041275,10.9945
0.000355,2.22208
-0.023705,13.8247
0.03349,7.79611
0.00823,1.27402
0.03622,18.6998
0.005305,5.37394
0.013885,18.784
0.005545,14.9016
-0.00836,20.4428
0.026815,31.7756
0.04411,29.1819
-0.05024,38.4653
-0.01562,42.5113
-0.014585,52.8295
-0.01481,94.0838
-0.053915,94.4835
-0.00122,87.038
-0.04823,89.8627
0.008365,65.5627
0.063175,118.278
0.042385,108.522
-0.044585,87.6267
0.000145,98.143
0.048685,74.3208
-0.007325,115.302
0.02098,98.1922
-0.03026,86.7287
-0.054335,149.797
-0.011405,95.1711
0.020545,135.717
-0.022085,193.902
0.024535,108.341
0.007885,121.304
0.03619,163.823
0.057925,208.102
-0.02147,101.315
0.004765,128.133
-0.00062,117.869
-0.008465,122.643
-0.029615,146.894
0.009835,155.56
0.043945,195.597
-0.044975,183.974
-0.03125,138.008
-0.01397,167.693
-0.046685,152.678
-0.06986,237.181
-0.015845,262.185
-0.033065,169.248
-0.004865,124.568
0.019465,196.973
0.05803,109.873
0.052015,226.165
-0.00737,152.717
0.0379,130.723
0.003025,228.91
-0.021725,116.553
0.05167,142.026
0.058435,194.932
-0.019985,110.432
0.03325,158.895
0.03547,237.545
0.006985,216.452
-0.01955,193.774
-0.023015,141.747
-0.02618,177.232
0.03178,158.518
0.019375,266.366
-0.008855,234.361
0.00796,143.42
-0.04685,177.313
0.022105,180.885
-0.010445,163.038
0.059965,238.761
0.017155,239.566
0.04624,248.468
-0.03431,252.407
-0.020255,324.461
-0.073595,219.526
-0.102665,221.248
0.005155,194.321
-0.023195,215.48
-0.09557,257.877
0.002065,311.057
-0.00872,228.166
0.06922,367.828
-0.009455,285.091
-0.06458,258.414
-0.01265,249.69
0.01789,213.131
0.02266,167.644
