-5e-05,1,1
-5e-05,1,1
-5e-05,1,1
-5e-05,1,1
-5e-05,1,1
-5e-05,1,1
-5e-05,1,1
-5e-05,1,1
0.0001,1,1
0.0001,1,1
0.0001,1,1
-5e-05,1,1
-5e-05,1,1
-5.05859e-05,0.999998,0.999995
-4.82422e-05,0.999993,0.999986
-5.23438e-05,0.999991,0.999981
-5.11719e-05,0.99996,0.999921
-5e-05,0.999958,0.999916
9.70703e-05,0.999925,0.999851
-5.70313e-05,0.999846,0.999694
0.000112305,0.999679,0.999362
-5.46875e-05,0.999559,0.999124
-4.76563e-05,0.999228,0.998466
0.000389453,0.998958,0.99793
0.000266992,0.998377,0.996778
-5.9375e-05,0.99779,0.995612
-0.000311914,0.997012,0.99407
-4.82422e-05,0.996034,0.992136
-0.000426758,0.994575,0.989254
-0.000637109,0.992684,0.985522
-0.00050293,0.990781,0.981781
-0.000514063,0.988317,0.97694
0.000850586,0.986053,0.972511
0.000402344,0.981887,0.964384
0.000116992,0.978039,0.956931
0.00032207,0.972646,0.946525
-0.00116211,0.967633,0.936881
-0.00118203,0.960187,0.922702
-0.000648242,0.953001,0.909114
0.00207344,0.943865,0.89203
-0.00234219,0.931861,0.869867
-0.00117324,0.919246,0.846973
-0.00181895,0.905315,0.822152
0.00110957,0.886393,0.789209
-0.000966992,0.863784,0.750585
9.35547e-05,0.842203,0.715144
0.000629102,0.807537,0.66015
0.000124023,0.766927,0.600719
0.0043293,0.703263,0.515464
-0.00458574,0.621603,0.421848
0.00115879,0.508904,0.310434
0.00260957,0.394107,0.205085
0.00345391,0.25752,0.10557
-0.00531523,0.179406,0.0579908
-0.00133086,0.13316,0.0345825
0.00250527,0.102188,0.0214126
-0.00557129,0.0855621,0.0146994
-0.00198652,0.0663497,0.00890254
0.00272207,0.0559158,0.00628153
-0.0102336,0.0525744,0.00572256
0.0117795,0.042013,0.00350221
0.00146348,0.0385412,0.00320586
0.00184141,0.0337575,0.0021785
0.00176875,0.0335229,0.00225813
-0.00222148,0.0296647,0.00177652
-0.00260234,0.0295254,0.0017195
0.00257793,0.0264189,0.00134036
0.00150332,0.0235758,0.00107566
0.000973633,0.0235184,0.00108896
-0.00269492,0.0219232,0.000992483
0.0109639,0.0209836,0.000862643
0.00306016,0.019124,0.000747691
0.00137266,0.0180148,0.000626602
0.00173477,0.0208005,0.000858173
-0.000750781,0.0179941,0.000659604
0.00913105,0.0177328,0.000603002
-0.00695469,0.0162565,0.000543577
0.00430293,0.0153335,0.000478777
0.00974863,0.0152617,0.000459529
0.00417051,0.0143469,0.000400584
0.0130545,0.0140441,0.000399042
-0.00819863,0.0144032,0.0004165
-0.00197129,0.014152,0.000397898
-0.00383047,0.0132897,0.000367871
0.00246367,0.014292,0.000406913
0.00304902,0.0119244,0.000285306
-0.00221914,0.0128922,0.000330006
-0.00393418,0.0131333,0.000333434
-0.0113492,0.0112692,0.000246331
0.00229902,0.0117085,0.000260552
-0.00497246,0.0121973,0.000296347
0.00323301,0.0102894,0.000211982
0.0071166,0.0103292,0.000212352
0.0023084,0.0106376,0.000218602
-0.000398047,0.0106633,0.000213882
0.00455781,0.0101816,0.000211037
-0.000415625,0.0105306,0.000214563
-0.00480605,0.010763,0.000247766
0.00128828,0.0109404,0.000241681
-0.00371973,0.0101627,0.000225296
