-5e-06,1,1
-5e-06,1,1
1e-05,1,1
-5e-06,1,1
-5e-06,1,1
-5e-06,1,1
1e-05,1,1
-5e-06,1,1
-5e-06,1,1
-5e-06,1,1
1e-05,1,1
-5e-06,1,1
-5e-06,0.999999,0.999999
-4.82422e-06,0.999999,0.999999
1.03516e-05,0.999996,0.999992
1.00586e-05,0.99999,0.999981
-5.46875e-06,0.999976,0.999952
-5.58594e-06,0.999953,0.999906
1.10547e-05,0.999911,0.999824
2.6582e-05,0.999844,0.999691
4.28711e-05,0.999727,0.999458
-2.96094e-05,0.999555,0.999115
4.17578e-05,0.999282,0.998574
4.1582e-05,0.998958,0.997929
-0.00011832,0.998453,0.996928
-3.00195e-05,0.9978,0.995632
-0.000141641,0.99696,0.993968
-0.000134258,0.995929,0.991928
-0.000126055,0.994623,0.989348
-9.46484e-05,0.992853,0.985857
-0.000105723,0.990841,0.981897
-7.81836e-05,0.98844,0.977182
-0.000323633,0.985422,0.971274
0.00020834,0.981886,0.964385
3.02734e-05,0.97778,0.956412
0.00014998,0.972768,0.946738
-3.66406e-05,0.967299,0.936245
-3.91016e-05,0.960543,0.923368
0.000189531,0.952776,0.908711
-0.000141641,0.943257,0.890911
0.000817832,0.932242,0.870601
0.000171719,0.919577,0.847593
0.000410312,0.904348,0.820381
7.92578e-05,0.88659,0.789412
-0.000278398,0.865949,0.75427
0.000405391,0.839083,0.710064
0.000775059,0.805838,0.658424
0.00051543,0.764732,0.597977
-0.000350117,0.703928,0.517065
-0.000616836,0.624493,0.423837
-0.00231283,0.510038,0.308612
0.000439844,0.379017,0.194653
-0.000448906,0.263386,0.109349
2.24219e-05,0.182994,0.0600714
0.000403926,0.131342,0.0335761
-0.000663535,0.100451,0.0201665
0.00085334,0.0796181,0.0128017
0.0005275,0.0644565,0.00851877
0.00204197,0.0577757,0.00671313
-0.000159805,0.0491648,0.00492765
0.0012349,0.0438045,0.00388642
-0.000115391,0.0395387,0.00317089
0.00180871,0.035798,0.00257139
0.00106949,0.0327709,0.0021677
-0.000344902,0.0305234,0.00184855
-0.000206152,0.0277469,0.001526
-0.00281111,0.0258141,0.00133655
0.000773125,0.0245669,0.00120235
-0.000499063,0.0231225,0.00106204
0.00160973,0.0223333,0.00100261
-0.00126178,0.0209271,0.000874984
0.0012598,0.0197653,0.000776546
0.00163949,0.0192115,0.000747701
0.0016498,0.0184059,0.000672481
-0.000807266,0.0174159,0.000599332
0.00107359,0.0168584,0.000577823
0.000439727,0.0163682,0.000534278
0.000393848,0.0156906,0.000494301
0.00134799,0.0155615,0.000479577
0.00158459,0.0150253,0.000455633
-0.00192002,0.0144065,0.000419506
0.00151322,0.01403,0.000395227
0.000886738,0.013959,0.00038819
-0.000847461,0.0135549,0.000364037
0.00300338,0.0130818,0.000337386
-0.00123102,0.0127097,0.000318097
0.00124791,0.0122974,0.000291927
-0.000996406,0.0121273,0.000292026
0.00145756,0.0122313,0.000293296
-0.000763848,0.0115492,0.000269005
-0.00141242,0.0117825,0.000280717
0.00165742,0.0115191,0.000265338
0.00161084,0.0113364,0.000253182
-0.00149504,0.0111956,0.00024941
-0.00113586,0.0108349,0.000234457
0.00256387,0.010557,0.000218193
0.000752617,0.0105548,0.000224917
-5.83789e-05,0.0104981,0.000221191
0.00207262,0.00992462,0.000196903
-0.00173352,0.00977504,0.000194817
